strike,call_oi,put_oi,total_oi,net_oi,distance_from_spot,call_volume,put_volume,total_volume
5790.0,16,177,193,-161,-1345.05,1,1,2
5795.0,0,24,24,-24,-1340.05,0,1,1
5800.0,3,2433,2436,-2430,-1335.05,1,87,88
5805.0,0,19,19,-19,-1330.05,0,2,2
5810.0,287,307,594,-20,-1325.05,17,1,18
5815.0,0,21,21,-21,-1320.05,0,8,8
5820.0,0,238,238,-238,-1315.05,0,38,38
5825.0,6,10271,10277,-10265,-1310.05,12,9,21
5830.0,0,133,133,-133,-1305.05,0,9,9
5835.0,0,264,264,-264,-1300.05,0,2,2
5840.0,0,318,318,-318,-1295.05,0,38,38
5845.0,0,77,77,-77,-1290.05,0,69,69
5850.0,8,1482,1490,-1474,-1285.05,4,2,6
5855.0,0,319,319,-319,-1280.05,0,2,2
5860.0,1,188,189,-187,-1275.05,1,4,5
5865.0,0,39,39,-39,-1270.05,0,1,1
5870.0,44,187,231,-143,-1265.05,44,1,45
5875.0,1,10090,10091,-10089,-1260.05,1,11,12
5880.0,10,159,169,-149,-1255.05,6,40,46
5885.0,0,103,103,-103,-1250.05,0,1,1
5890.0,0,214,214,-214,-1245.05,0,5,5
5895.0,25,52,77,-27,-1240.05,25,1,26
5900.0,53,3791,3844,-3738,-1235.05,1,2841,2842
5905.0,1,48,49,-47,-1230.05,1,1,2
5910.0,0,583,583,-583,-1225.05,0,25,25
5915.0,0,40,40,-40,-1220.05,0,1,1
5920.0,0,139,139,-139,-1215.05,1,2,3
5925.0,5,528,533,-523,-1210.05,4,33,37
5930.0,4,259,263,-255,-1205.05,4,5,9
5935.0,0,31,31,-31,-1200.05,0,1,1
5940.0,0,204,204,-204,-1195.05,0,1,1
5945.0,2,52,54,-50,-1190.05,2,42,44
5950.0,3,1091,1094,-1088,-1185.05,5,196,201
5955.0,0,62,62,-62,-1180.05,0,2,2
5960.0,0,162,162,-162,-1175.05,0,27,27
5965.0,0,50,50,-50,-1170.05,0,19,19
5970.0,41,208,249,-167,-1165.05,40,29,69
5975.0,5,286,291,-281,-1160.05,5,2,7
5980.0,0,411,411,-411,-1155.05,0,11,11
5985.0,0,304,304,-304,-1150.05,0,2,2
5990.0,11,539,550,-528,-1145.05,11,1,12
5995.0,0,105,105,-105,-1140.05,0,33,33
6000.0,183,5821,6004,-5638,-1135.05,17,3,20
6005.0,13,178,191,-165,-1130.05,2,39,41
6010.0,10,161,171,-151,-1125.05,20,49,69
6015.0,0,70,70,-70,-1120.05,1,1,2
6020.0,1,131,132,-130,-1115.05,1,29,30
6025.0,3,424,427,-421,-1110.05,6,1,7
6030.0,13,317,330,-304,-1105.05,3,23,26
6035.0,0,69,69,-69,-1100.05,0,10,10
6040.0,1,541,542,-540,-1095.05,1,28,29
6045.0,0,62,62,-62,-1090.05,0,24,24
6050.0,4,1010,1014,-1006,-1085.05,3,49,52
6055.0,24,114,138,-90,-1080.05,24,3,27
6060.0,0,189,189,-189,-1075.05,2,1,3
6065.0,9,44,53,-35,-1070.05,9,9,18
6070.0,51,271,322,-220,-1065.05,40,2,42
6075.0,1,1104,1105,-1103,-1060.05,1,1,2
6080.0,11,214,225,-203,-1055.05,4,3,7
6085.0,0,98,98,-98,-1050.05,0,12,12
6090.0,1,6528,6529,-6527,-1045.05,1,1,2
6095.0,111,134,245,-23,-1040.05,1,2,3
6100.0,80,3825,3905,-3745,-1035.05,7,3,10
6105.0,22,56,78,-34,-1030.05,1,1,2
6110.0,1,245,246,-244,-1025.05,1,1,2
6115.0,0,73,73,-73,-1020.05,0,3,3
6120.0,3,126,129,-123,-1015.05,4,1,5
6125.0,1,401,402,-400,-1010.05,1,5,6
6130.0,0,164,164,-164,-1005.05,0,21,21
6135.0,0,79,79,-79,-1000.05,2,17,19
6140.0,1,224,225,-223,-995.05,1,48,49
6145.0,0,151,151,-151,-990.05,0,24,24
6150.0,170,9117,9287,-8947,-985.05,1,69,70
6155.0,2,368,370,-366,-980.05,1,82,83
6160.0,0,253,253,-253,-975.05,0,43,43
6165.0,1,99,100,-98,-970.05,1,44,45
6170.0,2,373,375,-371,-965.05,2,45,47
6175.0,2,342,344,-340,-960.05,4,1,5
6180.0,5,249,254,-244,-955.05,5,51,56
6185.0,31,181,212,-150,-950.05,48,60,108
6190.0,3,214,217,-211,-945.05,1,2,3
6195.0,2,282,284,-280,-940.05,2,33,35
6200.0,128,3434,3562,-3306,-935.05,9,31,40
6205.0,4,202,206,-198,-930.05,1,30,31
6210.0,3,269,272,-266,-925.05,1,2,3
6215.0,39,95,134,-56,-920.05,48,30,78
6220.0,1,302,303,-301,-915.05,2,15,17
6225.0,14,716,730,-702,-910.05,1,47,48
6230.0,8,229,237,-221,-905.05,5,1,6
6235.0,1,143,144,-142,-900.05,10,3,13
6240.0,45,474,519,-429,-895.05,37,55,92
6245.0,10,1315,1325,-1305,-890.05,9,17,26
6250.0,37,2824,2861,-2787,-885.05,5,1,6
6255.0,4,210,214,-206,-880.05,3,6,9
6260.0,55,402,457,-347,-875.05,51,45,96
6265.0,5,92,97,-87,-870.05,4,16,20
6270.0,126,835,961,-709,-865.05,3,11,14
6275.0,32,575,607,-543,-860.05,21,3,24
6280.0,9,671,680,-662,-855.05,1,1,2
6285.0,10,206,216,-196,-850.05,8,3,11
6290.0,9,871,880,-862,-845.05,1,10,11
6295.0,3,337,340,-334,-840.05,2,26,28
6300.0,95,5803,5898,-5708,-835.05,10,10,20
6305.0,27,323,350,-296,-830.05,5,22,27
6310.0,15,902,917,-887,-825.05,1,13,14
6315.0,18,1181,1199,-1163,-820.05,1,315,316
6320.0,36,258,294,-222,-815.05,7,1,8
6325.0,84,532,616,-448,-810.05,1,15,16
6330.0,28,384,412,-356,-805.05,1,4,5
6335.0,23,240,263,-217,-800.05,2,1,3
6340.0,48,627,675,-579,-795.05,10,301,311
6345.0,24,227,251,-203,-790.05,1,6,7
6350.0,574,2608,3182,-2034,-785.05,1,37,38
6355.0,36,261,297,-225,-780.05,2,2,4
6360.0,86,836,922,-750,-775.05,1,30,31
6365.0,82,168,250,-86,-770.05,1,20,21
6370.0,53,645,698,-592,-765.05,8,73,81
6375.0,94,539,633,-445,-760.05,2,153,155
6380.0,184,470,654,-286,-755.05,6,1,7
6385.0,409,380,789,29,-750.05,1,50,51
6390.0,112,570,682,-458,-745.05,2,1,3
6395.0,43,293,336,-250,-740.05,2,1,3
6400.0,344,3037,3381,-2693,-735.05,14,23,37
6405.0,46,477,523,-431,-730.05,3,5,8
6410.0,28,739,767,-711,-725.05,5,5,10
6415.0,54,259,313,-205,-720.05,1,5,6
6420.0,44,1257,1301,-1213,-715.05,9,721,730
6425.0,164,684,848,-520,-710.05,1,4,5
6430.0,143,1065,1208,-922,-705.05,1,5,6
6435.0,31,439,470,-408,-700.05,2,3,5
6440.0,105,397,502,-292,-695.05,2,6,8
6445.0,51,415,466,-364,-690.05,1,80,81
6450.0,322,2230,2552,-1908,-685.05,1,29,30
6455.0,115,1661,1776,-1546,-680.05,1,19,20
6460.0,165,918,1083,-753,-675.05,3,81,84
6465.0,40,740,780,-700,-670.05,6,6,12
6470.0,168,724,892,-556,-665.05,1,404,405
6475.0,260,1515,1775,-1255,-660.05,1,1,2
6480.0,143,659,802,-516,-655.05,4,1,5
6485.0,154,573,727,-419,-650.05,2,1,3
6490.0,94,486,580,-392,-645.05,2,27,29
6495.0,121,552,673,-431,-640.05,3,2,5
6500.0,938,9128,10066,-8190,-635.05,210,65,275
6505.0,114,642,756,-528,-630.05,10,8,18
6510.0,408,866,1274,-458,-625.05,22,1,23
6515.0,99,414,513,-315,-620.05,36,1,37
6520.0,177,1051,1228,-874,-615.05,42,1,43
6525.0,178,1520,1698,-1342,-610.05,7,53,60
6530.0,117,2709,2826,-2592,-605.05,27,209,236
6535.0,87,381,468,-294,-600.05,1,10,11
6540.0,237,623,860,-386,-595.05,21,1,22
6545.0,146,4696,4842,-4550,-590.05,21,167,188
6550.0,661,7380,8041,-6719,-585.05,82,3,85
6555.0,152,650,802,-498,-580.05,20,1,21
6560.0,594,1526,2120,-932,-575.05,4,14,18
6565.0,138,736,874,-598,-570.05,10,2,12
6570.0,183,652,835,-469,-565.05,3,37,40
6575.0,312,824,1136,-512,-560.05,6,8,14
6580.0,252,3052,3304,-2800,-555.05,35,26,61
6585.0,147,562,709,-415,-550.05,36,59,95
6590.0,321,813,1134,-492,-545.05,1,10,11
6595.0,226,548,774,-322,-540.05,2,9,11
6600.0,1295,4348,5643,-3053,-535.05,195,154,349
6605.0,493,458,951,35,-530.05,5,6,11
6610.0,339,640,979,-301,-525.05,80,167,247
6615.0,270,414,684,-144,-520.05,1,201,202
6620.0,469,920,1389,-451,-515.05,4,478,482
6625.0,845,1049,1894,-204,-510.05,2,492,494
6630.0,162,743,905,-581,-505.05,10,71,81
6635.0,659,488,1147,171,-500.05,47,669,716
6640.0,380,1217,1597,-837,-495.05,54,195,249
6645.0,315,303,618,12,-490.05,52,527,579
6650.0,829,2030,2859,-1201,-485.05,65,2181,2246
6655.0,202,506,708,-304,-480.05,5,588,593
6660.0,437,751,1188,-314,-475.05,9,286,295
6665.0,306,327,633,-21,-470.05,31,188,219
6670.0,471,490,961,-19,-465.05,9,1308,1317
6675.0,567,7938,8505,-7371,-460.05,140,1340,1480
6680.0,379,1032,1411,-653,-455.05,3,1110,1113
6685.0,398,434,832,-36,-450.05,36,324,360
6690.0,188,2009,2197,-1821,-445.05,24,271,295
6695.0,317,596,913,-279,-440.05,4,363,367
6700.0,3793,10435,14228,-6642,-435.05,511,372,883
6705.0,692,920,1612,-228,-430.05,2,17,19
6710.0,474,585,1059,-111,-425.05,29,31,60
6715.0,431,1368,1799,-937,-420.05,4,352,356
6720.0,1063,724,1787,339,-415.05,157,191,348
6725.0,493,11426,11919,-10933,-410.05,36,691,727
6730.0,418,1077,1495,-659,-405.05,49,252,301
6735.0,618,973,1591,-355,-400.05,54,330,384
6740.0,320,971,1291,-651,-395.05,22,372,394
6745.0,252,4442,4694,-4190,-390.05,56,219,275
6750.0,1479,8677,10156,-7198,-385.05,54,1366,1420
6755.0,617,3381,3998,-2764,-380.05,3,287,290
6760.0,1218,3580,4798,-2362,-375.05,3,313,316
6765.0,1004,4036,5040,-3032,-370.05,74,314,388
6770.0,546,775,1321,-229,-365.05,15,155,170
6775.0,1047,7886,8933,-6839,-360.05,21,305,326
6780.0,403,903,1306,-500,-355.05,40,484,524
6785.0,307,1449,1756,-1142,-350.05,7,174,181
6790.0,406,1077,1483,-671,-345.05,20,723,743
6795.0,357,1094,1451,-737,-340.05,81,283,364
6800.0,4391,11790,16181,-7399,-335.05,69,1173,1242
6805.0,382,725,1107,-343,-330.05,24,249,273
6810.0,1325,2207,3532,-882,-325.05,27,507,534
6815.0,948,1421,2369,-473,-320.05,29,184,213
6820.0,680,1223,1903,-543,-315.05,30,603,633
6825.0,1546,11377,12923,-9831,-310.05,231,445,676
6830.0,850,1694,2544,-844,-305.05,45,479,524
6835.0,370,748,1118,-378,-300.05,18,396,414
6840.0,1339,1582,2921,-243,-295.05,34,277,311
6845.0,271,692,963,-421,-290.05,24,246,270
6850.0,7287,10191,17478,-2904,-285.05,133,1282,1415
6855.0,536,1920,2456,-1384,-280.05,65,299,364
6860.0,1361,1158,2519,203,-275.05,89,1281,1370
6865.0,418,4755,5173,-4337,-270.05,46,415,461
6870.0,677,991,1668,-314,-265.05,34,1051,1085
6875.0,1964,1874,3838,90,-260.05,572,2529,3101
6880.0,1071,1455,2526,-384,-255.05,26,1961,1987
6885.0,522,1009,1531,-487,-250.05,55,1106,1161
6890.0,1645,1417,3062,228,-245.05,82,1470,1552
6895.0,756,1882,2638,-1126,-240.05,65,1260,1325
6900.0,5485,7922,13407,-2437,-235.05,181,3913,4094
6905.0,2770,1447,4217,1323,-230.05,27,1280,1307
6910.0,1898,2170,4068,-272,-225.05,158,2301,2459
6915.0,541,1169,1710,-628,-220.05,107,2019,2126
6920.0,1666,2602,4268,-936,-215.05,127,2405,2532
6925.0,1848,2536,4384,-688,-210.05,70,3034,3104
6930.0,809,2160,2969,-1351,-205.05,430,3575,4005
6935.0,515,3916,4431,-3401,-200.05,239,4391,4630
6940.0,790,2969,3759,-2179,-195.05,122,4313,4435
6945.0,1185,3344,4529,-2159,-190.05,98,4567,4665
6950.0,4154,10612,14766,-6458,-185.05,709,6191,6900
6955.0,697,1027,1724,-330,-180.05,83,2759,2842
6960.0,1240,2226,3466,-986,-175.05,208,3739,3947
6965.0,2216,908,3124,1308,-170.05,927,2092,3019
6970.0,1232,3785,5017,-2553,-165.05,277,4532,4809
6975.0,2358,2345,4703,13,-160.05,593,3976,4569
6980.0,1364,1536,2900,-172,-155.05,339,5152,5491
6985.0,809,863,1672,-54,-150.05,330,4234,4564
6990.0,711,1903,2614,-1192,-145.05,271,7089,7360
6995.0,840,1748,2588,-908,-140.05,233,5685,5918
7000.0,11750,7677,19427,4073,-135.05,1863,12291,14154
7005.0,3709,1295,5004,2414,-130.05,264,5155,5419
7010.0,1586,1236,2822,350,-125.05,683,7578,8261
7015.0,1150,1010,2160,140,-120.05,390,8088,8478
7020.0,3003,2905,5908,98,-115.05,1246,9458,10704
7025.0,2497,1669,4166,828,-110.05,937,10577,11514
7030.0,2749,1563,4312,1186,-105.05,908,11185,12093
7035.0,2059,1433,3492,626,-100.05,547,10836,11383
7040.0,2344,1252,3596,1092,-95.05,1189,18740,19929
7045.0,1809,644,2453,1165,-90.05,1344,10807,12151
7050.0,14079,10453,24532,3626,-85.05,2166,27575,29741
7055.0,2004,234,2238,1770,-80.05,1711,14323,16034
7060.0,4647,230,4877,4417,-75.05,2689,17885,20574
7065.0,2252,130,2382,2122,-70.05,1509,16236,17745
7070.0,3182,254,3436,2928,-65.05,2259,24998,27257
7075.0,4220,146,4366,4074,-60.05,3587,21174,24761
7080.0,2898,232,3130,2666,-55.05,4386,25189,29575
7085.0,1942,48,1990,1894,-50.05,4363,23491,27854
7090.0,3582,246,3828,3336,-45.05,12480,27239,39719
7095.0,2333,50,2383,2283,-40.05,12501,20125,32626
7100.0,8039,253,8292,7786,-35.05,31859,43713,75572
7105.0,4689,53,4742,4636,-30.05,19136,17769,36905
7110.0,3670,24,3694,3646,-25.05,27862,22599,50461
7115.0,2982,63,3045,2919,-20.05,26082,20294,46376
7120.0,3047,109,3156,2938,-15.05,32793,19953,52746
7125.0,6188,68,6256,6120,-10.05,41965,18489,60454
7130.0,1973,65,2038,1908,-5.05,46265,18186,64451
7135.0,2006,16,2022,1990,-0.05,43507,11339,54846
7140.0,2984,149,3133,2835,4.95,62611,6775,69386
7145.0,1519,138,1657,1381,9.95,39473,2104,41577
7150.0,5428,98,5526,5330,14.95,66371,1789,68160
7155.0,915,27,942,888,19.95,32539,510,33049
7160.0,2812,37,2849,2775,24.95,73149,907,74056
7170.0,847,75,922,772,34.95,31638,894,32532
7175.0,12904,39,12943,12865,39.95,20017,183,20200
7180.0,1116,61,1177,1055,44.95,16705,198,16903
7190.0,2719,27,2746,2692,54.95,13882,76,13958
7200.0,6357,51,6408,6306,64.95,22926,362,23288
7210.0,871,16,887,855,74.95,6570,55,6625
7220.0,1009,3,1012,1006,84.95,5043,6,5049
7225.0,4817,18,4835,4799,89.95,4165,18,4183
7230.0,967,14,981,953,94.95,3887,3,3890
7240.0,1996,8,2004,1988,104.95,3791,12,3803
7250.0,4284,9,4293,4275,114.95,4833,1,4834
7260.0,965,3,968,962,124.95,3075,62,3137
7270.0,436,1,437,435,134.95,2688,4,2692
7275.0,9553,3,9556,9550,139.95,2818,10,2828
7280.0,492,0,492,492,144.95,2292,24,2316
7290.0,3711,0,3711,3711,154.95,2814,10,2824
7300.0,5172,13,5185,5159,164.95,4754,2,4756
7310.0,404,2,406,402,174.95,1464,2,1466
7320.0,506,0,506,506,184.95,431,0,431
7325.0,293,10,303,283,189.95,618,10,628
7330.0,276,10,286,266,194.95,1163,10,1173
7340.0,234,1,235,233,204.95,1691,12,1703
7350.0,674,1,675,673,214.95,2226,23,2249
7360.0,389,40,429,349,224.95,789,9,798
7370.0,840,39,879,801,234.95,18,1,19
7375.0,906,2,908,904,239.95,49,2,51
7380.0,323,16,339,307,244.95,4,14,18
7390.0,132,1,133,131,254.95,3,1,4
7400.0,1660,4,1664,1656,264.95,13,1,14
7410.0,173,14,187,159,274.95,3,14,17
7420.0,65,0,65,65,284.95,11,4,15
7425.0,214,3,217,211,289.95,128,9,137
7430.0,264,0,264,264,294.95,2,4,6
7440.0,307,7,314,300,304.95,247,10,257
7450.0,1044,1,1045,1043,314.95,286,2,288
7460.0,254,15,269,239,324.95,12,15,27
7470.0,2246,14,2260,2232,334.95,7,22,29
7475.0,549,7,556,542,339.95,6,10,16
7480.0,457,14,471,443,344.95,6,3,9
7490.0,380,13,393,367,354.95,111,22,133
7500.0,1303,184,1487,1119,364.95,341,68,409
7525.0,200,13,213,187,389.95,135,10,145
7550.0,441,3,444,438,414.95,80,4,84
7575.0,765,2,767,763,439.95,583,4,587
7600.0,1038,1,1039,1037,464.95,425,1,426
7625.0,1501,1,1502,1500,489.95,17,1,18
7650.0,714,0,714,714,514.95,477,0,477
7675.0,2555,3,2558,2552,539.95,31,3,34
7700.0,530,0,530,530,564.95,403,0,403
7725.0,440,1,441,439,589.95,20,1,21
7750.0,1241,0,1241,1241,614.95,102,0,102
7775.0,4290,1,4291,4289,639.95,6,1,7
7800.0,1117,11,1128,1106,664.95,284,10,294
7825.0,2284,2,2286,2282,689.95,5,2,7
7850.0,604,0,604,604,714.95,550,0,550
7875.0,1704,5,1709,1699,739.95,10,5,15
7900.0,363,0,363,363,764.95,337,0,337
7950.0,211,0,211,211,814.95,202,0,202
8000.0,1824,1,1825,1823,864.95,1099,2,1101
8100.0,311,0,311,311,964.95,251,0,251
8200.0,146,0,146,146,1064.95,141,0,141
8300.0,11,0,11,11,1164.95,4,0,4
8400.0,404,0,404,404,1264.95,1,0,1
8500.0,11,1,12,10,1364.95,10,1,11
8600.0,15,0,15,15,1464.95,1,0,1
8800.0,218,1,219,217,1664.95,1,82,83
9000.0,127,1,128,126,1864.95,1,1,2
9200.0,4,0,4,4,2064.95,1,0,1
9400.0,2756,7,2763,2749,2264.95,2090,7,2097
9600.0,4,0,4,4,2464.95,1,2,3
9800.0,18440,1,18441,18439,2664.95,11,1,12
10000.0,20,1,21,19,2864.95,1,1,2
10400.0,17,15,32,2,3264.95,8,11,19
10800.0,5,0,5,5,3664.95,1,2,3
11200.0,5,1,6,4,4064.95,1,3,4
11600.0,8,23,31,-15,4464.95,6,1,7
12000.0,1,1,2,0,4864.95,1,1,2
12400.0,2,0,2,2,5264.95,6,2,8
